"","ID","logFC","AveExpr","t","P.Value","adj.P.Val","B","sens","CHR","MAPINFO","UCSC_RefGene_Name","UCSC_RefGene_Group","Relation_to_UCSC_CpG_Island"
"809","cg11088051",0.359062529558633,0.418416040213383,4.13695422821425,0.000598099923387139,0.118350215720671,-0.837435186550113,"hypermethylated","12",98986792,"SLC25A3;SLC25A3;SLC25A3","TSS1500;TSS1500;TSS1500","N_Shore"
"810","cg11106117",0.392913593987965,0.453631942639736,3.02048918118967,0.0072387820214067,0.386433337693285,-3.28212885875734,"hypermethylated","5",139491230,"","","N_Shore"
"811","cg11119596",0.317445015988876,0.0977235616018239,5.26778657962639,4.91468725465438e-05,0.0308102546758948,1.66625155315233,"hypermethylated","3",111261010,"CD96;CD96;CD96;CD96","5'UTR;1stExon;1stExon;5'UTR",""
"812","cg11127249",0.317304304232876,0.134553321955196,4.33473557141956,0.00038398346648905,0.0935030908390001,-0.396138157386551,"hypermethylated","10",6104630,"IL2RA","TSS1500",""
"813","cg11134430",0.347897580885206,0.37593217484631,2.42266510016547,0.0259637481209594,0.62662829972357,-4.49148170865919,"hypermethylated","3",193987426,"","","Island"
"814","cg11139090",-0.351892767392589,0.376043862113987,-2.16974463292713,0.0433956347833518,0.667914609402419,-4.96329150139093,"hypomethylated","5",176294068,"UNC5A","Body","N_Shelf"
"815","cg11143671",0.39448149855266,0.37599944030859,2.95939088871638,0.00827355457413848,0.411059764647795,-3.41049466675153,"hypermethylated","1",180904018,"KIAA1614","Body","N_Shore"
"816","cg11146821",0.342350772057322,0.498720291650025,2.1238650396484,0.0475287534739973,0.673610965779934,-5.04567923606512,"hypermethylated","1",62664360,"L1TD1;L1TD1","5'UTR;5'UTR","S_Shelf"
"817","cg11147878",0.312242347971699,0.696809184223129,2.37219566288328,0.0288103191644888,0.640557145244562,-4.58787086583853,"hypermethylated","1",223408268,"SUSD4;SUSD4","Body;3'UTR",""
"818","cg11148130",-0.31114596268196,0.441496652093256,-2.48719992040569,0.0227066903718184,0.603181871533871,-4.36673140908316,"hypomethylated","3",73674068,"PDZRN3;PDZRN3","5'UTR;1stExon","Island"
"819","cg11153239",-0.360576022684985,0.334323922632125,-3.17305712956073,0.00517385226882821,0.333368992343857,-2.95796309554144,"hypomethylated","3",115343529,"GAP43;GAP43","Body;5'UTR",""
"820","cg11159295",0.420515118052428,0.35868206770785,3.36610397127225,0.00337045226771318,0.274627943034731,-2.541483357746,"hypermethylated","3",52280139,"PPM1M;PPM1M","TSS200;TSS200","Island"
"821","cg11164649",0.471022533738497,0.381043413006582,2.63288348618854,0.0167131671840524,0.54927506967445,-4.07935683824147,"hypermethylated","17",47297130,"ABI3;ABI3","Body;Body","Island"
"822","cg11169848",0.367127555427347,0.227732738314282,3.70725836392756,0.00157047354146669,0.191614699653423,-1.79291291817355,"hypermethylated","11",67142030,"LOC100130987;CLCF1;CLCF1","Body;TSS1500;TSS1500","S_Shore"
"823","cg11182257",0.311701051266869,0.133798834029975,2.96242801691966,0.00821889424537379,0.409298667200616,-3.40413494900033,"hypermethylated","10",118652981,"KIAA1598;KIAA1598","Body;Body",""
"824","cg11201177",0.379891149167659,0.483310173509261,2.38420860487827,0.0281075053502126,0.636711249178165,-4.56502376819345,"hypermethylated","11",2961805,"","","N_Shelf"
"825","cg11205636",-0.399837677710616,0.724982590166601,-3.84523494754064,0.00115186893073487,0.164240961482093,-1.48708345529845,"hypomethylated","5",107108407,"","",""
"826","cg11217193",0.339938711239074,0.531907173808038,2.73572090826252,0.0134227429590818,0.505377727561553,-3.87210847350866,"hypermethylated","1",12538341,"VPS13D;VPS13D","Body;Body",""
"827","cg11236746",0.333735623259291,0.651489579045076,3.08323138456282,0.00630725396716887,0.364162587501654,-3.1494156891003,"hypermethylated","3",33096255,"GLB1;GLB1;GLB1","Body;Body;Body",""
"828","cg11237792",-0.527720117254304,0.659611836076895,-6.20016142844141,6.89733042087591e-06,0.0133377537376129,3.65052935134711,"hypomethylated","2",178484058,"TTC30A","TSS1500","S_Shore"
"829","cg11239168",-0.315081630578368,0.836807497706963,-3.29707095454766,0.00393022396611177,0.295295683877201,-2.69113164277659,"hypomethylated","5",140614552,"PCDHB18","Body","N_Shore"
"830","cg11246007",0.371355843638183,0.478240243613924,2.77180999466653,0.0124222899553402,0.491058948713681,-3.79858804005892,"hypermethylated","6",29555939,"OR2H2","1stExon",""
"831","cg11260097",-0.34040157898961,0.644968620767559,-3.27268271029964,0.00414905327291617,0.302062949954674,-2.74381795945202,"hypomethylated","7",121940647,"","","Island"
"832","cg11263351",0.419784452520293,0.248722901883425,3.37387862969541,0.00331255107292203,0.272167653541496,-2.52458415989964,"hypermethylated","20",35201212,"TGIF2","TSS1500","N_Shore"
"833","cg11268190",0.329122229700258,0.523285910849231,2.76447545993239,0.0126196519188051,0.493858702706152,-3.81356178064748,"hypermethylated","12",6442526,"TNFRSF1A","Body","S_Shelf"
"834","cg11276093",0.325703864629862,0.561254286996218,2.44671690332704,0.0247017722460876,0.618355998124685,-4.44518055741985,"hypermethylated","10",95123774,"MYOF;MYOF","Body;Body",""
"835","cg11287647",0.417943351006906,0.506301085859809,3.09406737867905,0.00615864698744763,0.360564396195711,-3.12640814909651,"hypermethylated","7",12725352,"ARL4A;ARL4A","TSS1500;TSS1500","N_Shore"
"836","cg11293016",-0.322394678168621,0.697004107093394,-3.23074185849568,0.00455365425140138,0.31382466175909,-2.83418702800962,"hypomethylated","19",54402647,"PRKCG","Body","S_Shore"
"837","cg11308319",0.441749788716246,0.412400351314443,2.55244954182921,0.0198070024769778,0.581222731138888,-4.23897141700006,"hypermethylated","2",240291426,"HDAC4","5'UTR",""
"838","cg11320084",0.385354160416888,0.37720626295022,3.79772052751186,0.00128167271800343,0.174299355732758,-1.59254437823762,"hypermethylated","1",185014181,"RNF2","TSS1500","N_Shore"
"839","cg11321092",-0.375425236588745,0.812279806119929,-3.39475988790431,0.0031618447508855,0.26451749831432,-2.47915269593322,"hypomethylated","5",144325284,"","",""
"840","cg11325573",0.307057762649747,0.472469309018137,2.95422342011166,0.00836736497521372,0.412052893515113,-3.42131007536882,"hypermethylated","5",1201454,"SLC6A19","TSS1500","Island"
"841","cg11326255",0.467498753032193,0.132229823024351,7.16709269525576,1.01370688905055e-06,0.00563174248386933,5.59372143322962,"hypermethylated","19",3786583,"MATK;MATK;MATK","Body;TSS200;TSS200","Island"
"842","cg11326919",0.36338906928936,0.185381674057513,2.79301600758761,0.0118681682632486,0.481796240231543,-3.75520531883926,"hypermethylated","17",43324904,"LOC100133991","TSS1500","Island"
"843","cg11336311",-0.315753998697873,0.422769051816916,-2.10110993895635,0.0497089262514809,0.674008737034864,-5.08614842476749,"hypomethylated","1",23887324,"ID3","TSS1500","S_Shore"
"844","cg11341144",0.402769778139937,0.608437717927146,2.58634190824576,0.0184424644697238,0.567974360320605,-4.17199253589129,"hypermethylated","3",185656289,"TRA2B","TSS1500","S_Shore"
"845","cg11344005",0.377443825688281,0.446784596297062,2.92906041672755,0.00883907515347932,0.422773666137381,-3.47388060580196,"hypermethylated","22",50987527,"KLHDC7B","1stExon","Island"
"846","cg11345505",0.338435907487138,0.117884781581489,3.91569057181198,0.000983172354217554,0.15321045407118,-1.33047373765491,"hypermethylated","19",10714108,"SLC44A2","Body","S_Shore"
"847","cg11366886",0.310455872339818,0.250499092223455,2.4470545809623,0.0246844708378767,0.618249342152671,-4.44452886058626,"hypermethylated","20",11666805,"","","N_Shore"
"848","cg11381282",0.306244600442738,0.539287638156329,2.40447529345748,0.02695794898008,0.631732433207464,-4.52634271476186,"hypermethylated","13",20763366,"GJB2","Body","N_Shelf"
"849","cg11402700",0.376512500595626,0.242037811623291,4.23416771608208,0.000480943943311407,0.104553728174861,-0.620527957478695,"hypermethylated","13",111267793,"CARKD","TSS1500","Island"
"850","cg11410920",0.356522691758274,0.35366280752414,2.16103940506534,0.0441536794007726,0.669785194020858,-4.97900412436647,"hypermethylated","20",43997025,"SYS1;SYS1-DBNDD2","3'UTR;Body",""
"851","cg11417675",0.347513706434327,0.163329723775163,5.36615706160762,3.97567178935551e-05,0.0283978449559579,1.8800186893402,"hypermethylated","11",73694801,"UCP2","TSS1500","Island"
"852","cg11434671",0.370792430617393,0.456879214000807,2.67465954342977,0.0152931352027858,0.530156129778846,-3.99557968512218,"hypermethylated","17",74524611,"CYGB","3'UTR",""
"853","cg11438552",0.311737565323595,0.382605027900179,2.51453836220595,0.0214461909321328,0.593204884014541,-4.31339642134908,"hypermethylated","22",18919803,"PRODH","Body","N_Shelf"
"854","cg11450750",0.316095618713334,0.128562140793468,3.78451917533999,0.00132026114299695,0.176506677103998,-1.6218204873053,"hypermethylated","22",45064238,"PRR5;PRR5","TSS1500;TSS1500","Island"
"855","cg11454334",0.369599781012729,0.246102193469047,4.56689699860883,0.000228792706731057,0.0703943286784634,0.121194836621249,"hypermethylated","19",924758,"ARID3A","TSS1500","N_Shore"
"856","cg11468953",0.396703305538264,0.401190065073987,3.14871083183557,0.00545973412419742,0.340764965742508,-3.01001468195779,"hypermethylated","11",48034953,"PTPRJ;PTPRJ","Body;Body",""
"857","cg11484872",0.449127500766613,0.437021010399072,2.91993395866879,0.00901643268960189,0.426989239746659,-3.49290803591415,"hypermethylated","6",31543169,"TNF","TSS200",""
"858","cg11510931",0.311152823793293,0.647789725213783,2.21455883843467,0.039678402562299,0.667529518245412,-4.8818207420112,"hypermethylated","10",79996622,"","",""
"859","cg11519176",0.385183485267135,0.375243455646402,2.64455336930034,0.0163043492294063,0.543119850934972,-4.05601285052848,"hypermethylated","1",156211801,"BGLAP","TSS200","N_Shelf"
"860","cg11530995",0.390368821867993,0.328685251538651,3.54101334062032,0.00228012412375164,0.22545873347849,-2.15932517763658,"hypermethylated","15",68497992,"CALML4;CALML4;CALML4;CALML4","1stExon;5'UTR;5'UTR;1stExon",""
"861","cg11533712",0.366396730072383,0.546694344224325,2.64973292665039,0.0161259618398811,0.542011149862572,-4.04563718611863,"hypermethylated","22",46934981,"","","S_Shore"
"862","cg11541897",0.446485811258122,0.19681524013656,5.43136873929934,3.45638031789369e-05,0.0264520665338965,2.02121425932127,"hypermethylated","5",78281793,"ARSB;ARSB;ARSB","TSS200;1stExon;5'UTR","S_Shore"
"863","cg11545871",0.430267590728,0.171077569439823,6.28456638957113,5.80524928217179e-06,0.0133377537376129,3.82507694424707,"hypermethylated","6",33679895,"C6orf125","TSS1500","S_Shore"
"864","cg11549417",0.30728714619252,0.147256085124232,4.29498176071878,0.000419703347548338,0.0975357892608666,-0.48482972624657,"hypermethylated","13",114814643,"RASA3","Body","S_Shore"
"865","cg11551464",0.333318751467222,0.405310090403153,2.28843528343095,0.0341839630007089,0.658543789601002,-4.74544908002308,"hypermethylated","8",49595738,"","",""
"866","cg11555067",0.389954810875782,0.477232056582838,3.10420400496741,0.00602272175881043,0.355107028413506,-3.10486306752004,"hypermethylated","2",99081350,"INPP4A;INPP4A;INPP4A;INPP4A","5'UTR;5'UTR;5'UTR;5'UTR",""
"867","cg11555873",0.502914265872396,0.454848846081306,3.26727418396933,0.00419917883324561,0.30337184418441,-2.75548861465099,"hypermethylated","13",29102417,"","","N_Shelf"
"868","cg11562411",0.424123404703364,0.402991856328061,3.18990698939702,0.00498461586662839,0.327793671464325,-2.92187179764004,"hypermethylated","6",35206618,"SCUBE3","Body",""
"869","cg11573518",0.3410618210064,0.362368174019665,2.54146590385162,0.0202693164968574,0.586008489160557,-4.26058842640493,"hypermethylated","7",73721031,"CLIP2;CLIP2","5'UTR;5'UTR","S_Shore"
"870","cg11573854",-0.325238238781111,0.443093784393427,-3.19065683993054,0.00497635367974317,0.327681311815257,-2.92026441805356,"hypomethylated","7",1250964,"","","Island"
"871","cg11579421",0.361800383396877,0.267326257594682,3.80208140968104,0.00126917443176915,0.173227874376528,-1.58287094004037,"hypermethylated","10",134211857,"PWWP2B;PWWP2B","Body;Body","S_Shore"
"872","cg11586034",0.333069693403722,0.293783467074566,2.56703696282948,0.0192083903391973,0.57586926530729,-4.21019395563222,"hypermethylated","1",150117110,"VPS45","3'UTR",""
"873","cg11586570",-0.374650390888902,0.690961259385726,-3.83481395125348,0.0011791651922876,0.166525765152292,-1.51022497106342,"hypomethylated","7",63498133,"","","Island"
"874","cg11597902",0.374285624810057,0.669564322328802,2.47078952262069,0.0234964583862585,0.609200187496317,-4.39860909361942,"hypermethylated","17",75096239,"","",""
"875","cg11599718",0.394913773269081,0.483229628988803,3.93144204904543,0.000948974393371288,0.151433093595837,-1.29542854190949,"hypermethylated","12",123357128,"VPS37B","Body",""
"876","cg11609556",0.322535507371675,0.51924263475372,2.78412245903342,0.0120976119417722,0.48650238307715,-3.77341566050112,"hypermethylated","17",79006044,"FLJ90757","Body","N_Shore"
"877","cg11621113",0.3719452168523,0.22744983430809,3.97694742373595,0.000856722112049522,0.142946800366563,-1.19412710433859,"hypermethylated","19",12776725,"MORG1;MORG1;MAN2B1","TSS1500;TSS1500;Body","N_Shore"
"878","cg11623339",0.339559062288172,0.329457514251276,3.14526357085782,0.0055014397806891,0.341423859554467,-3.01737541352036,"hypermethylated","5",138725482,"MGC29506","1stExon","N_Shelf"
"879","cg11624060",0.40139321063522,0.282365494944063,3.43890010145541,0.00286516586551698,0.253195654312248,-2.38291579324799,"hypermethylated","5",1316038,"","",""
"880","cg11633461",0.316986972500031,0.473352423922498,2.74682454397565,0.0131069966425211,0.501763346034057,-3.84953039509653,"hypermethylated","10",73534338,"C10orf54;CDH23","TSS1500;Body","S_Shore"
"881","cg11642298",0.30615277344059,0.437639457837635,2.342358893684,0.0306273558999696,0.646696792279187,-4.6443520877478,"hypermethylated","3",133193741,"BFSP2","Body",""
"882","cg11642324",0.445620015405635,0.267651285573767,3.64980891848189,0.00178663366350773,0.203589965836569,-1.91982774132105,"hypermethylated","12",133348293,"GOLGA3","3'UTR","N_Shore"
"883","cg11652636",0.310857809447321,0.144351935566383,2.63331763796524,0.0166977851324487,0.54927506967445,-4.07848920197757,"hypermethylated","2",55450823,"C2orf63;C2orf63","5'UTR;5'UTR","Island"
"884","cg11653519",0.399900834262102,0.242612932185719,2.86391893665831,0.0101826187434444,0.45202811309127,-3.60921561464674,"hypermethylated","10",125222790,"","",""
"885","cg11673291",0.356574012725683,0.272956772056923,2.46213764859246,0.0239231568191162,0.61104487019804,-4.41537344900797,"hypermethylated","1",36787145,"","","Island"
"886","cg11673840",-0.329638327180913,0.458762223820514,-2.19797276206126,0.0410187243694694,0.667529518245412,-4.91208644946042,"hypomethylated","17",47092156,"IGF2BP1;IGF2BP1","Body;Body","Island"
"887","cg11674355",0.417496248988694,0.172139291369409,4.09762294843658,0.000653303256578849,0.124995078813883,-0.925165807007877,"hypermethylated","2",65610261,"SPRED2","Body",""
"888","cg11676189",0.315955112779786,0.14698792911282,2.91291818152173,0.00915510472573638,0.42963597181522,-3.5075204552412,"hypermethylated","2",69875470,"","","S_Shelf"
"889","cg11677852",0.375412995316539,0.458949830907749,2.69684946479062,0.014586359395525,0.520585240053674,-3.95084711086201,"hypermethylated","5",1108876,"SLC12A7","Body","Island"
"890","cg11689625",0.431943259725363,0.143165457122187,5.37915296900336,3.86615715706306e-05,0.0280882829386995,1.9081906801826,"hypermethylated","4",154386689,"KIAA0922;KIAA0922","TSS1500;TSS1500","N_Shore"
"891","cg11696165",0.364187730324693,0.261456428785607,2.79218607410788,0.011889401773099,0.482238933746044,-3.75690566268287,"hypermethylated","12",120663824,"PXN;PXN;PXN","5'UTR;Body;Body",""
"892","cg11701868",0.369786018257454,0.207249283088242,4.65044254266569,0.00019005554544165,0.0637240202061523,0.306932166133301,"hypermethylated","19",4912006,"UHRF1;UHRF1","Body;Body","S_Shore"
"893","cg11705651",0.418627699535161,0.277776799699532,3.11743066129131,0.00584975015976782,0.351420870049814,-3.07671799356737,"hypermethylated","21",46220932,"UBE2G2;UBE2G2","5'UTR;Body","N_Shore"
"894","cg11713658",0.404406355919535,0.356058001776815,2.63924650777573,0.0164890660559781,0.546119760976545,-4.06663418962212,"hypermethylated","4",148652434,"ARHGAP10","TSS1500","N_Shore"
"895","cg11714752",0.348826189355432,0.161396433019075,4.42219699062188,0.000315821672506635,0.0838808194018323,-0.201089614304449,"hypermethylated","2",96926568,"TMEM127","Body",""
"896","cg11717564",-0.325585596957397,0.425154855091907,-2.09864757453853,0.0499502126197466,0.674703452784746,-5.09051177633738,"hypomethylated","1",165414579,"RXRG;RXRG","TSS200;TSS200",""
"897","cg11721464",0.307279273353014,0.0870390810613033,4.51523267617438,0.000256663360485537,0.0740380014157521,0.00619967772174146,"hypermethylated","19",42703763,"DEDD2","Body","Island"
"898","cg11739399",0.353669674211942,0.493183947273075,3.18268744168155,0.00506485345384015,0.329607534200656,-2.93734219777023,"hypermethylated","1",206669785,"IKBKE","3'UTR",""
"899","cg11749010",0.347471026719282,0.337489686524816,2.19086409105771,0.0416057906936231,0.667529518245412,-4.92501774591668,"hypermethylated","18",47794623,"","","Island"
"900","cg11756095",0.603932497625226,0.227415566813543,5.39525870925239,3.73471068529471e-05,0.0280105168752446,1.94308110987802,"hypermethylated","1",32410614,"","","Island"
"901","cg11775521",0.402169141657108,0.303122224434481,2.95613848926788,0.00833247931688643,0.411763421694191,-3.41730264273688,"hypermethylated","11",74178795,"KCNE3","TSS200","Island"
"902","cg11784631",0.348084626612548,0.360447749047937,2.78110142619695,0.0121765146271397,0.487844383169227,-3.77959620577276,"hypermethylated","6",30658014,"NRM","Body","S_Shelf"
"903","cg11798857",-0.393599744726595,0.354078950626052,-2.63509503352794,0.0166349519218876,0.548288161554618,-4.07493647655524,"hypomethylated","20",22566289,"FOXA2;FOXA2","TSS1500;TSS200","N_Shore"
"904","cg11800635",0.545671736745248,0.404016216469836,3.92674938028421,0.000959036210950932,0.151694974628944,-1.30587031549515,"hypermethylated","2",74783088,"DOK1","Body","S_Shore"
"905","cg11801411",0.340548298695717,0.424516056797133,3.29214918629121,0.00397345311519048,0.296404697157498,-2.7017721364168,"hypermethylated","17",1628727,"WDR81;WDR81;WDR81;WDR81","Body;1stExon;5'UTR;5'UTR","Island"
"906","cg11805111",0.317234699119018,0.266258353521913,4.21969403405813,0.000496800386306775,0.106003634063161,-0.652825123364078,"hypermethylated","6",26054552,"","","N_Shore"
"907","cg11809107",0.474573324688064,0.503501368643246,2.55909540154642,0.019532127274777,0.577796147255356,-4.22587028577908,"hypermethylated","2",3826782,"","",""
"908","cg11819305",0.327618577089243,0.133523005960305,5.98228159228639,1.08090266099899e-05,0.0156326116853369,3.1958234380346,"hypermethylated","1",117910798,"MAN1A2;MAN1A2","5'UTR;1stExon","S_Shore"
"909","cg11828775",0.502281631769359,0.262871416888274,4.60156913061342,0.00021182767739452,0.067605028589054,0.198312791959846,"hypermethylated","X",149715388,"","","N_Shore"
"910","cg11831431",-0.480341568110796,0.588342113945796,-3.67619656113316,0.0016839005097268,0.198730731990189,-1.86156834463907,"hypomethylated","15",73639105,"HCN4","Body",""
"911","cg11839291",-0.317762135824148,0.391698312088001,-2.69091102764892,0.0147723918108164,0.523352277754905,-3.96283395945865,"hypomethylated","20",39321646,"","","Island"
"912","cg11847597",0.359015471857034,0.489654320923039,2.61720293575207,0.0172778392553143,0.553893473677486,-4.11065078670265,"hypermethylated","8",22673141,"PEBP4","Body",""
"913","cg11854981",0.375758911350481,0.455925663448279,3.1324663215522,0.00565900049852856,0.346189124706274,-3.04467988327624,"hypermethylated","6",42219847,"TRERF1","Body",""
"914","cg11857514",0.364213898237487,0.514552816345958,2.6217207527899,0.0171133174358725,0.552747108646511,-4.10164312213473,"hypermethylated","12",122151762,"TMEM120B","Body","S_Shore"
"915","cg11859584",0.311101313200459,0.131210155557265,4.18771273580845,0.000533729781913381,0.111281632008216,-0.724187648810668,"hypermethylated","19",3361374,"NFIC","Body","S_Shore"
"916","cg11862731",0.489624879492533,0.156868920231612,4.27759341023386,0.000436363875454945,0.100066130541344,-0.523627763812972,"hypermethylated","3",194408516,"FAM43A","1stExon","Island"
"917","cg11865119",0.446753153501323,0.436001252372222,2.53298014002177,0.0206334485635757,0.587720238191963,-4.2772590177258,"hypermethylated","7",130125932,"MEST","TSS200","N_Shore"
"918","cg11865553",0.331031567184815,0.144864296423323,3.76195351862379,0.00138892355432382,0.180693774563858,-1.67183633181048,"hypermethylated","15",77376250,"","",""
"919","cg11869862",-0.312229389754851,0.646213266877198,-2.563430841323,0.0193547595248748,0.57649588631667,-4.21731511678341,"hypomethylated","15",37399798,"","","N_Shelf"
"920","cg11870042",0.390076614863828,0.404172357921004,2.82529150889146,0.0110700715335758,0.468422313208103,-3.68892577353683,"hypermethylated","7",2060040,"MAD1L1;MAD1L1;MAD1L1","Body;Body;Body","Island"
"921","cg11870100",0.317126412284336,0.316683963400121,2.60729167014986,0.017644043675209,0.55795293420624,-4.13038732261907,"hypermethylated","11",34534542,"ELF5;ELF5","5'UTR;TSS1500",""
"922","cg11870455",0.359753173137235,0.523185127926606,2.13421114574213,0.0465665649873809,0.673610965779934,-5.02719214695466,"hypermethylated","3",187491295,"","",""
"923","cg11874976",0.357359753313421,0.477971450884493,2.29346577629671,0.0338366625089263,0.656747749681004,-4.73607230319254,"hypermethylated","14",101908830,"","","Island"
"924","cg11877254",0.336362218116281,0.331684371550105,2.48238166089645,0.0229359479347041,0.60517416467081,-4.37610182244497,"hypermethylated","19",10222051,"PPAN-P2RY11;P2RY11","Body;TSS200","S_Shore"
"925","cg11884704",0.31702737703529,0.405311888805674,2.50590623424438,0.021836895834296,0.596206081550827,-4.33026762418775,"hypermethylated","9",130854313,"SLC25A25;SLC25A25","Body;1stExon",""
"926","cg11891591",0.372016639964344,0.371497907422724,2.77360392529116,0.0123744698559998,0.490666297604153,-3.7949232149383,"hypermethylated","19",2302474,"LINGO3","5'UTR","Island"
"927","cg11894504",0.357958133712201,0.115440085288509,4.79901818698083,0.00013682621190481,0.0515680115877724,0.63641791508244,"hypermethylated","19",2042391,"MKNK2;MKNK2","Body;Body","Island"
"928","cg11902728",0.31846454897686,0.465310788298263,2.37129070787186,0.0288639213189032,0.640570655682319,-4.5895895178094,"hypermethylated","19",35786580,"MAG;MAG","Body;Body","Island"
"929","cg11926473",0.530371091414381,0.243237816648203,5.78913839795373,1.61786579127685e-05,0.0186678066582553,2.78792506571616,"hypermethylated","18",11980297,"IMPA2","TSS1500","N_Shore"
"930","cg11940177",0.395523476665105,0.574007979215888,2.29810646412994,0.0335191724705366,0.655585419558654,-4.72741206512354,"hypermethylated","10",99188478,"PGAM1","Body","S_Shelf"
"931","cg11941526",0.350805145668857,0.341833975839685,2.99271030927563,0.00769267349892504,0.397488362904669,-3.3406015598526,"hypermethylated","X",38660299,"MID1IP1;MID1IP1","TSS1500;TSS1500","N_Shelf"
"932","cg11942603",0.315485330358372,0.417562894118475,2.9124716564893,0.00916399999225414,0.42963597181522,-3.50845004504219,"hypermethylated","2",69969794,"ANXA4","5'UTR","S_Shore"
"933","cg11953794",0.439984185118508,0.421295353513096,2.39560870535687,0.0274553647226248,0.632872575198535,-4.54328644897914,"hypermethylated","19",18280669,"PIK3R2","3'UTR","S_Shore"
"934","cg11973132",0.318462259137797,0.582430306009416,2.20980416754203,0.0400584566469149,0.667529518245412,-4.89051032349282,"hypermethylated","11",67052656,"ADRBK1","Body","Island"
"935","cg11973900",0.338561408039576,0.164118025296442,3.49614599789138,0.00252100264883702,0.237086469171286,-2.25772401507237,"hypermethylated","1",175162310,"KIAA0040;KIAA0040;KIAA0040;KIAA0040","TSS200;TSS1500;TSS1500;TSS200","Island"
"936","cg11975608",-0.312106489852564,0.805330576640429,-3.02741094532725,0.00712979365562777,0.383737415908799,-3.26753114875782,"hypomethylated","6",161087439,"LPA","TSS200",""
"937","cg11977716",0.463235973470035,0.434471158311044,2.38426033317059,0.0281045138730656,0.636711249178165,-4.56492525673389,"hypermethylated","18",77284742,"NFATC1;NFATC1;NFATC1;NFATC1","Body;Body;Body;Body","Island"
"938","cg11979011",0.398198844756987,0.312341282195451,4.18091167951586,0.000541932803567511,0.112124775817835,-0.739362777684566,"hypermethylated","3",156806144,"","","N_Shore"
"939","cg11992736",0.52595513947358,0.26718861179558,3.85607289585161,0.00112414987489244,0.16229413415182,-1.46300952920901,"hypermethylated","19",18197544,"IL12RB1;IL12RB1","Body;Body",""
"940","cg12004295",0.331170879880712,0.282795293538043,2.48675188639649,0.0227279170640679,0.603210757629098,-4.36760310980574,"hypermethylated","15",29432511,"FAM189A1","Body",""
"941","cg12006375",0.321258146173271,0.407167412388662,3.16427942523557,0.00527519576475032,0.335574486814382,-2.97674284104176,"hypermethylated","13",51640315,"GUCY1B2","TSS200",""
"942","cg12018140",-0.315023380659005,0.719625549907266,-3.06148018639023,0.00661616258328832,0.371279836758635,-3.19552274881058,"hypomethylated","5",122434326,"PRDM6","Body","Island"
"943","cg12018809",0.427232166480407,0.348022120918342,3.95492618896407,0.000900186413261628,0.14669282961728,-1.24315961330529,"hypermethylated","12",6745171,"LPAR5;LPAR5","1stExon;5'UTR",""
"944","cg12019801",0.387948295828031,0.433678847037638,2.21650238470131,0.0395240054020821,0.667529518245412,-4.87826564749628,"hypermethylated","18",74114708,"ZNF516","Body","Island"
"945","cg12022621",0.482763487077028,0.300679764655957,3.87494047380035,0.00107747501286251,0.159863827304046,-1.42108449029195,"hypermethylated","1",203734505,"LAX1;LAX1;LAX1","1stExon;1stExon;5'UTR",""
"946","cg12031078",-0.478304730549013,0.525347596119173,-3.90278947924116,0.0010120985133921,0.155362675994096,-1.35916885077376,"hypomethylated","X",107975753,"IRS4;IRS4","3'UTR;1stExon","N_Shore"
"947","cg12036877",0.372084421209825,0.518472118608865,2.49634098427683,0.0222776602980916,0.599651135014757,-4.34892962601009,"hypermethylated","1",156211896,"BGLAP","TSS200","N_Shelf"
"948","cg12037550",0.367899245368246,0.511824936292763,2.62702971805071,0.0169218856766415,0.552078065225735,-4.09104912447669,"hypermethylated","10",1705054,"ADARB2","Body",""
"949","cg12037947",0.315053355605235,0.542742485626571,2.34980752235063,0.0301640129068924,0.646042598979107,-4.63028742505526,"hypermethylated","20",23067752,"CD93","TSS1500",""
"950","cg12049875",0.325108716243612,0.643917098919025,2.81934915424816,0.0112130314541525,0.469994677859162,-3.70115114546277,"hypermethylated","20",19955868,"RIN2","Body","Island"
"951","cg12061649",0.329258293060461,0.276602657348613,3.63845379300007,0.00183273638355951,0.204969273359204,-1.94487869146808,"hypermethylated","17",72563547,"","",""
"952","cg12065840",-0.394341505287232,0.470552034578996,-2.50419436296562,0.0219151703983895,0.596699989617114,-4.33361007347373,"hypomethylated","8",121138133,"COL14A1","5'UTR","S_Shore"
"953","cg12067764",0.375608632220941,0.409660014498125,2.1937031333291,0.0413704119740661,0.667529518245412,-4.91985619812188,"hypermethylated","1",153762244,"","",""
"954","cg12073251",0.416333575742778,0.460239838793616,2.91276829339147,0.00915808973106405,0.42963597181522,-3.50783250279732,"hypermethylated","8",141568652,"EIF2C2;EIF2C2","Body;Body",""
"955","cg12073319",0.316620014889415,0.170199748246859,3.74866380344859,0.00143101482646435,0.182547584463798,-1.70127576137134,"hypermethylated","4",15965025,"FGFBP2","TSS200",""
"956","cg12073594",0.33168008896593,0.200066186424925,3.77058880056995,0.00136223753583998,0.179093320223992,-1.65270072003915,"hypermethylated","20",61903495,"ARFGAP1;ARFGAP1","TSS1500;TSS1500","N_Shore"
"957","cg12078154",0.339735894794457,0.438226203914188,2.68106849442162,0.0150857188712775,0.527476204291492,-3.98267627990645,"hypermethylated","17",78851262,"RPTOR;RPTOR","Body;Body","S_Shore"
