"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0000793","CC","GO:0000793","condensed chromosome","26/1103","223/19717",0.000321241765924473,0.000321241765924473,0.0106629723005106,"HSPA2/DMC1/DSN1/RAD51/CENPM/BRCA2/SMC1B/CDCA5/BIRC5/BRCA1/CCDC36/RAD9A/SPC25/CDT1/CDK2/CENPW/TEX14/CHEK1/FANCD2/STAG3L1/ZWINT/NCAPG2/KNTC1/AURKB/HMGB2/NCAPD2",26
"GO:0005911","CC","GO:0005911","cell-cell junction","40/1103","416/19717",0.000611490639526621,0.000611490639526621,0.0190286231905324,"ACTN1/PTPRU/PKP2/SCN5A/FRMD5/COL17A1/EPCAM/FXYD1/JAG1/PLEKHA7/IQGAP3/PARD3B/CDH24/PPL/LIN7A/ILDR1/CLDN7/DSG1/RHO/VAV1/PAK1/ACTN4/STX3/DNMBP/PERP/DSG2/PARD6G/KIRREL2/GJB2/MAGI1/GJC1/TJP1/UBN1/PRKCD/ANK2/PDZD3/PANX3/NPHS2/TACSTD2/AJAP1",40
"GO:0062023","CC","GO:0062023","collagen-containing extracellular matrix","39/1103","406/19717",0.000724465131547545,0.000724465131547545,0.021218080942538,"THBS4/FBN1/CTSG/EFEMP2/ELANE/CLC/ADAMTS20/COL9A3/ANXA11/WNT5B/PRTN3/ORM2/ECM2/COL17A1/COL28A1/PRG2/ORM1/FBLN1/LOXL1/OGN/COL27A1/LUM/OMD/PRG3/SERPINB1/FBLN5/COL7A1/ADAMDEC1/APLP1/HSP90B1/CALR/ANXA6/AMELX/VIT/ENTPD2/ZG16/CMA1/SERPINB8/GPC4",39
"GO:0043020","CC","GO:0043020","NADPH oxidase complex","5/1103","15/19717",0.00101718927149368,0.00101718927149368,0.0281362880360533,"DUOX2/CYBA/NCF1C/NCF1/NCF1B",5
"GO:0098687","CC","GO:0098687","chromosomal region","34/1103","347/19717",0.0010992022953761,0.0010992022953761,0.0288045809259223,"DMC1/DSN1/RAD51/RECQL4/RPA4/CENPM/BRCA2/SMC1B/CDCA5/BIRC5/SPC25/HELLS/CDT1/CDK2/CENPW/TEX14/POLD1/FEN1/CHEK1/DSCC1/XRCC3/MCM4/SALL1/MCM5/DNA2/RTEL1/ZWINT/PCNA/PPP2R5A/NBN/KNTC1/AURKB/NCAPD2/OIP5",34
"GO:0005892","CC","GO:0005892","acetylcholine-gated channel complex","5/1103","17/19717",0.00190871071293322,0.00190871071293322,0.0456997627190652,"CHRNA4/CHRNA6/CHRNA2/CHRNB4/CHRNA3",5
"GO:0016324","CC","GO:0016324","apical plasma membrane","31/1103","318/19717",0.00192750584829884,0.00192750584829884,0.0456997627190652,"DUOX2/HYAL2/SLC6A20/PDE4D/RAB27A/SLC14A2/IGFBP2/KL/FZD6/EPCAM/ENPP3/FXYD1/CEACAM6/CRB2/ABCC6/JAG1/GNAT1/PARD3B/TRPM6/DSG1/CYBA/ACY3/TRPV5/MAL2/STX3/DSG2/SLC6A18/PARD6G/UPK1B/ANK2/AJAP1",31
"GO:0034663","CC","GO:0034663","endoplasmic reticulum chaperone complex","4/1103","11/19717",0.00234067223319735,0.00234067223319735,0.0529731084355189,"P4HB/PDIA6/PPIB/HSP90B1",4
"GO:0030667","CC","GO:0030667","secretory granule membrane","29/1103","298/19717",0.00271554663822886,0.00271554663822886,0.0587850599488445,"SPACA3/ATP8B3/SERPINB10/FABP5/AZU1/DGAT1/RAB27A/LAIR1/DNAJC5/HYAL3/CEACAM6/CHRNB4/CLEC12A/DSG1/SLCO4C1/CYBA/SURF4/MS4A3/STX3/NBEAL2/DDOST/ZG16/NFAM1/IGF2R/RAB26/LAMP2/FCGR3B/ABCA13/SYT4",29
"GO:0045177","CC","GO:0045177","apical part of cell","35/1103","384/19717",0.00317189840070741,0.00317189840070741,0.0658029799795879,"DUOX2/HYAL2/SLC6A20/PDE4D/RAB27A/SLC14A2/DUOXA2/IGFBP2/KL/FZD6/EPCAM/ENPP3/FXYD1/CEACAM6/CRB2/ABCC6/JAG1/GNAT1/PARD3B/TRPM6/DSG1/CYBA/ACY3/TRPV5/MAL2/STX3/DSG2/SLC6A18/PARD6G/TJP1/UPK1B/ANK2/PDZD3/REN/AJAP1",35
"GO:0097449","CC","GO:0097449","astrocyte projection","4/1103","12/19717",0.00335656845915419,0.00335656845915419,0.0668487107865234,"SLC7A11/AQP4/GJB2/SYT4",4
"GO:0016328","CC","GO:0016328","lateral plasma membrane","9/1103","57/19717",0.00413280596144782,0.00413280596144782,0.0791423975613288,"SCN5A/EPCAM/ABCC6/IQGAP3/DSG1/DSG2/GJB2/TACSTD2/DRD2",9
"GO:0000800","CC","GO:0000800","lateral element","4/1103","13/19717",0.00463555113225935,0.00463555113225935,0.0799127504167048,"RAD51/BRCA2/SMC1B/BRCA1",4
"GO:0043240","CC","GO:0043240","Fanconi anaemia nuclear complex","4/1103","13/19717",0.00463555113225935,0.00463555113225935,0.0799127504167048,"FANCE/FANCA/FANCG/FANCC",4
"GO:0035577","CC","GO:0035577","azurophil granule membrane","9/1103","58/19717",0.0046545375771252,0.0046545375771252,0.0799127504167048,"AZU1/DNAJC5/CEACAM6/SLCO4C1/SURF4/DDOST/NFAM1/LAMP2/ABCA13",9
"GO:0014704","CC","GO:0014704","intercalated disc","8/1103","50/19717",0.00617724309633523,0.00617724309633523,0.0986355330593271,"ACTN1/PKP2/SCN5A/FXYD1/PAK1/DSG2/GJC1/ANK2",8
"GO:0005767","CC","GO:0005767","secondary lysosome","4/1103","14/19717",0.00620549197792815,0.00620549197792815,0.0986355330593271,"NCF1/LRRK2/MAP1LC3A/LAMP2",4
"GO:0031674","CC","GO:0031674","I band","16/1103","143/19717",0.00633936618393984,0.00633936618393984,0.0986355330593271,"CAPN3/ACTN1/SCN3B/HDAC4/SCN5A/JPH1/ANKRD2/FBP2/PAK1/ACTN4/PPP1R12B/SYNPO2/PPP2R5A/ANK2/TRIM63/NEBL",16
"GO:0043202","CC","GO:0043202","lysosomal lumen","12/1103","95/19717",0.00664070392044202,0.00664070392044202,0.100193076694388,"NEU1/OGN/ARSA/LUM/OMD/GUSB/GLA/CTSK/GYG1/LAMP2/GALNS/GPC4",12
"GO:0030018","CC","GO:0030018","Z disc","15/1103","132/19717",0.00700621231759895,0.00700621231759895,0.102598712886201,"CAPN3/ACTN1/SCN3B/HDAC4/SCN5A/JPH1/FBP2/PAK1/ACTN4/PPP1R12B/SYNPO2/PPP2R5A/ANK2/TRIM63/NEBL",15
"GO:0032432","CC","GO:0032432","actin filament bundle","10/1103","75/19717",0.00873973317581314,0.00873973317581314,0.121314184241363,"MARCKS/ACTN1/PLS1/CYBA/ACTN4/MST1R/ACTA1/SYNPO2/MYH14/NEBL",10
"GO:0000794","CC","GO:0000794","condensed nuclear chromosome","12/1103","99/19717",0.00916956554206236,0.00916956554206236,0.121314184241363,"HSPA2/DMC1/DSN1/RAD51/BRCA2/SMC1B/BRCA1/CCDC36/RAD9A/CHEK1/AURKB/NCAPD2",12
"GO:0097386","CC","GO:0097386","glial cell projection","5/1103","24/19717",0.00946975380091443,0.00946975380091443,0.121314184241363,"ABCA7/SLC7A11/AQP4/GJB2/SYT4",5
"GO:0101002","CC","GO:0101002","ficolin-1-rich granule","14/1103","124/19717",0.00950251696858877,0.00950251696858877,0.121314184241363,"GSTP1/ATG7/PGM1/GSDMD/PRG2/GPI/HSPA1A/AMPD3/PGAM1/APAF1/GUSB/GYG1/MNDA/PLEKHO2",14
"GO:1904813","CC","GO:1904813","ficolin-1-rich granule lumen","14/1103","124/19717",0.00950251696858877,0.00950251696858877,0.121314184241363,"GSTP1/ATG7/PGM1/GSDMD/PRG2/GPI/HSPA1A/AMPD3/PGAM1/APAF1/GUSB/GYG1/MNDA/PLEKHO2",14
"GO:0030057","CC","GO:0030057","desmosome","5/1103","25/19717",0.011303140177812,0.011303140177812,0.139830510418249,"PKP2/PPL/DSG1/PERP/DSG2",5
"GO:0005796","CC","GO:0005796","Golgi lumen","12/1103","102/19717",0.0115145843145683,0.0115145843145683,0.139830510418249,"WNT5B/LRPAP1/OGN/LUM/DEFB1/DEFA6/OMD/DEFA5/DEFA4/ZG16/WNT7B/GPC4",12
"GO:0042641","CC","GO:0042641","actomyosin","10/1103","79/19717",0.0124428050811216,0.0124428050811216,0.147504932415301,"ACTN1/HDAC4/CYBA/ACTN4/MST1R/ACTA1/MYO5A/SYNPO2/MYH14/NEBL",10
"GO:0030133","CC","GO:0030133","transport vesicle","33/1103","392/19717",0.0128591234792489,0.0128591234792489,0.148895113970251,"CLTCL1/PTPRS/RAB27A/EDN1/ASTL/DNAJC5/PRG2/CTTNBP2/CNIH2/SEC24D/OTOF/PENK/DEFA5/SLC2A8/SURF4/ERP29/BLOC1S3/NPTX1/STX3/LRRK2/CHGA/PCSK1/KDELR2/HLA-C/SYTL1/STX10/SYN3/IGF2R/RAB26/DMXL2/COPE/DRD2/SYT4",33
"GO:0030894","CC","GO:0030894","replisome","5/1103","26/19717",0.0133640439465672,0.0133640439465672,0.151224707816419,"POLD3/RPA4/POLD1/POLA2/PCNA",5
"GO:0000781","CC","GO:0000781","chromosome, telomeric region","16/1103","158/19717",0.0157268311085819,0.0157268311085819,0.174006809692614,"DMC1/RAD51/RECQL4/RPA4/BRCA2/CDK2/POLD1/FEN1/CHEK1/XRCC3/MCM4/MCM5/DNA2/RTEL1/PCNA/NBN",16
"GO:0044291","CC","GO:0044291","cell-cell contact zone","9/1103","71/19717",0.0171142058523869,0.0171142058523869,0.1852407178073,"ACTN1/PKP2/SCN5A/FXYD1/PAK1/DSG2/GJC1/ANK2/AJAP1",9
"GO:0001669","CC","GO:0001669","acrosomal vesicle","12/1103","108/19717",0.017560144017743,0.017560144017743,0.186023474140928,"SPACA3/ATP8B3/TXNDC8/HYAL3/TRIM36/LOXL1/IQCF1/TBC1D21/CALR/STK31/CYLC1/DRD2",12
"GO:1902711","CC","GO:1902711","GABA-A receptor complex","4/1103","19/19717",0.0192353915462062,0.0192353915462062,0.199525004415692,"GABRQ/GABRG2/GABRB2/GABRA3",4
"GO:0008094","MF","GO:0008094","DNA-dependent ATPase activity","22/1044","113/17696",6.20791011970955e-07,6.20791011970955e-07,0.000292070905773595,"DMC1/CDC45/CHD7/BRIP1/RAD51/RECQL4/CHTF18/RAD54L/GINS4/POLQ/RFC2/GINS2/RAD54B/DSCC1/XRCC3/MCM4/XRCC2/MCM5/DNA2/RTEL1/RFC5/NBN",22
"GO:0003678","MF","GO:0003678","DNA helicase activity","18/1044","81/17696",8.57532430321082e-07,8.57532430321082e-07,0.000292070905773595,"CDC45/CHD7/BRIP1/RAD51/RECQL4/CHTF18/GINS4/POLQ/RFC2/GINS2/RAD54B/DSCC1/MCM4/MCM5/DNA2/RTEL1/RFC5/NBN",18
"GO:0140097","MF","GO:0140097","catalytic activity, acting on DNA","32/1044","213/17696",1.01265460030991e-06,1.01265460030991e-06,0.000292070905773595,"DMC1/CDC45/CHD7/LIG1/BRIP1/POLD3/RAD51/RECQL4/CHTF18/RAD54L/GINS4/POLQ/TREX2/RFC2/RAD9A/EME1/GINS2/TOP3A/POLD1/FEN1/POLA2/RAD54B/DSCC1/XRCC3/MCM4/MCM5/DNA2/RTEL1/PCNA/RFC5/NBN/NEIL3",32
"GO:0017116","MF","GO:0017116","single-stranded DNA helicase activity","8/1044","20/17696",9.51195828459514e-06,9.51195828459514e-06,0.00205758676577295,"RAD51/CHTF18/POLQ/RFC2/DSCC1/MCM5/DNA2/RFC5",8
"GO:0043325","MF","GO:0043325","phosphatidylinositol-3,4-bisphosphate binding","9/1044","30/17696",3.87403259779525e-05,3.87403259779525e-05,0.00670411535871094,"TTPA/RS1/PLEK/PLEKHA2/ARAP3/NCF1C/NCF1/NCF1B/SESTD1",9
"GO:0004386","MF","GO:0004386","helicase activity","23/1044","163/17696",8.81189071736968e-05,8.81189071736968e-05,0.012707673981891,"CDC45/CHD7/BRIP1/RAD51/RECQL4/DDX25/CHTF18/RAD54L/GINS4/POLQ/RFC2/HELLS/GINS2/RAD54B/DSCC1/MCM4/MCM5/DNA2/RTEL1/DHX34/RFC5/DDX4/NBN",23
"GO:0015464","MF","GO:0015464","acetylcholine receptor activity","7/1044","23/17696",0.000259097113171706,0.000259097113171706,0.0320267409063372,"CHRNA4/CHRNA6/CHRNA2/CHRNB4/CHRNA3/HRH3/CHRM5",7
"GO:0016887","MF","GO:0016887","ATPase activity","44/1044","434/17696",0.000325273172297313,0.000325273172297313,0.0342143528120592,"HSPA2/DMC1/KIF1B/ABCA7/ATAD2/CDC45/SPATA5L1/CHD7/BRIP1/RAD51/RECQL4/DDX25/CHTF18/RAD54L/ABCC6/GINS4/POLQ/RFC2/TNNT2/HSPA1A/HELLS/GINS2/MYO19/KIF24/TOR1B/RAD54B/DSCC1/DNAH2/XRCC3/MCM4/XRCC2/MCM5/DNA2/RTEL1/DHX34/RFC5/KIF1C/DDX4/NBN/MYH14/ABCA10/ABCA13/TOR3A/KIFC1",44
"GO:0003684","MF","GO:0003684","damaged DNA binding","12/1044","65/17696",0.000367967127345753,0.000367967127345753,0.0342143528120592,"RECQL4/POLQ/FANCG/BRCA1/POLD1/TP63/FEN1/PNKP/PCNA/NBN/NEIL3/HMGB2",12
"GO:0016175","MF","GO:0016175","superoxide-generating NADPH oxidase activity","5/1044","12/17696",0.000395421352450805,0.000395421352450805,0.0342143528120592,"DUOX2/CYBA/NCF1C/NCF1/NCF1B",5
"GO:0070182","MF","GO:0070182","DNA polymerase binding","6/1044","19/17696",0.000579657053543201,0.000579657053543201,0.0455959902404317,"RAD51/CDT1/FANCD2/FANCI/RTEL1/PCNA",6
"GO:0098960","MF","GO:0098960","postsynaptic neurotransmitter receptor activity","12/1044","70/17696",0.000741086481672283,0.000741086481672283,0.0534362357837383,"CHRNA4/CHRNA6/CHRNA2/CHRNB4/CHRNA3/GABRG2/HRH3/GABRB2/CHRM5/GABRA3/GRIK1/DRD2",12
"GO:0048018","MF","GO:0048018","receptor ligand activity","46/1044","482/17696",0.000893274384332083,0.000893274384332083,0.0594551857425889,"THBS4/FBN1/TNF/CCL4/CCL3/CLEC11A/EDN1/IL1A/TNFSF9/KL/CD70/CCL20/IFNA8/OGN/JAG1/CSF1/GDF7/GPI/TSLP/NRG2/CCL3L3/MANF/NMB/PENK/UTS2/TSHB/SAA1/FAM3B/IL27/SEMA3E/IL13/LIF/PTH/STC2/NPPB/CTF1/CCL22/VEGFA/NPPC/AMELX/CCL16/GPNMB/WNT7B/IL6/CHGB/HMGB2",46
"GO:0030546","MF","GO:0030546","signaling receptor activator activity","46/1044","487/17696",0.00110602369396494,0.00110602369396494,0.0683572538676078,"THBS4/FBN1/TNF/CCL4/CCL3/CLEC11A/EDN1/IL1A/TNFSF9/KL/CD70/CCL20/IFNA8/OGN/JAG1/CSF1/GDF7/GPI/TSLP/NRG2/CCL3L3/MANF/NMB/PENK/UTS2/TSHB/SAA1/FAM3B/IL27/SEMA3E/IL13/LIF/PTH/STC2/NPPB/CTF1/CCL22/VEGFA/NPPC/AMELX/CCL16/GPNMB/WNT7B/IL6/CHGB/HMGB2",46
"GO:0030021","MF","GO:0030021","extracellular matrix structural constituent conferring compression resistance","6/1044","22/17696",0.00136886351661322,0.00136886351661322,0.0789618112741098,"PRG2/OGN/LUM/PRG3/STATH/AMELX",6
"GO:1904315","MF","GO:1904315","transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential","9/1044","47/17696",0.00149456816407588,0.00149456816407588,0.080824673083577,"CHRNA4/CHRNA6/CHRNA2/CHRNB4/CHRNA3/GABRG2/GABRB2/GABRA3/GRIK1",9
"GO:0022848","MF","GO:0022848","acetylcholine-gated cation-selective channel activity","5/1044","16/17696",0.00178883889253033,0.00178883889253033,0.09104802288916,"CHRNA4/CHRNA6/CHRNA2/CHRNB4/CHRNA3",5
"GO:0000217","MF","GO:0000217","DNA secondary structure binding","6/1044","24/17696",0.00223163347194901,0.00223163347194901,0.099390206418597,"RECQL4/XRCC3/XRCC2/NEIL3/HMGB2/HMGB3",6
"GO:0099529","MF","GO:0099529","neurotransmitter receptor activity involved in regulation of postsynaptic membrane potential","9/1044","50/17696",0.00234559318728772,0.00234559318728772,0.099390206418597,"CHRNA4/CHRNA6/CHRNA2/CHRNB4/CHRNA3/GABRG2/GABRB2/GABRA3/GRIK1",9
"GO:0042166","MF","GO:0042166","acetylcholine binding","5/1044","17/17696",0.00241220756453894,0.00241220756453894,0.099390206418597,"CHRNA4/CHRNA6/CHRNA2/CHRNB4/CHRNA3",5
"GO:0050664","MF","GO:0050664","oxidoreductase activity, acting on NAD(P)H, oxygen as acceptor","5/1044","17/17696",0.00241220756453894,0.00241220756453894,0.099390206418597,"DUOX2/CYBA/NCF1C/NCF1/NCF1B",5
"GO:0022824","MF","GO:0022824","transmitter-gated ion channel activity","10/1044","61/17696",0.00282551224340037,0.00282551224340037,0.106296158538906,"HTR3B/CHRNA4/CHRNA6/CHRNA2/CHRNB4/CHRNA3/GABRG2/GABRB2/GABRA3/GRIK1",10
"GO:0022835","MF","GO:0022835","transmitter-gated channel activity","10/1044","61/17696",0.00282551224340037,0.00282551224340037,0.106296158538906,"HTR3B/CHRNA4/CHRNA6/CHRNA2/CHRNB4/CHRNA3/GABRG2/GABRB2/GABRA3/GRIK1",10
"GO:0048020","MF","GO:0048020","CCR chemokine receptor binding","8/1044","43/17696",0.0032685062969816,0.0032685062969816,0.117838253338547,"CCL4/CCL3/CCL20/CCL3L3/DEFB1/CNIH4/CCL22/CCL16",8
"GO:0005544","MF","GO:0005544","calcium-dependent phospholipid binding","9/1044","53/17696",0.00354266670495031,0.00354266670495031,0.122613559219754,"ANXA11/CPNE9/CPNE2/ANXA6/PLA2G4D/ANXA10/PCLO/DYSF/SYT4",9
"GO:0005402","MF","GO:0005402","carbohydrate:cation symporter activity","5/1044","19/17696",0.00410797997480257,0.00410797997480257,0.13671091252177,"SLC2A10/SLC5A9/SLC2A8/SLC45A4/SLC5A4",5
"GO:0005230","MF","GO:0005230","extracellular ligand-gated ion channel activity","11/1044","75/17696",0.00435027214821482,0.00435027214821482,0.139412230246884,"HTR3B/CHRNA4/GABRQ/CHRNA6/CHRNA2/CHRNB4/CHRNA3/GABRG2/GABRB2/GABRA3/GRIK1",11
"GO:0008301","MF","GO:0008301","DNA binding, bending","5/1044","20/17696",0.00521495960490408,0.00521495960490408,0.1555969798632,"TRERF1/FOXC1/FOXI1/HMGB2/HMGB3",5
"GO:0043138","MF","GO:0043138","3'-5' DNA helicase activity","5/1044","20/17696",0.00521495960490408,0.00521495960490408,0.1555969798632,"CDC45/RECQL4/GINS4/GINS2/MCM5",5
"GO:0030246","MF","GO:0030246","carbohydrate binding","27/1044","271/17696",0.00545426213952971,0.00545426213952971,0.155691400988617,"UAP1/CLC/CLEC11A/LGALS12/CLEC12B/GANC/PRG2/GALNT3/ENPP3/PTX3/SIGLEC8/SIGLEC6/CLEC12A/GPI/CHI3L1/SLC2A8/PRG3/GUSB/FBXO6/LMAN2/CALR/GYS1/GCKR/CD209/ZG16/IGF2R/NOMO2",27
"GO:0005125","MF","GO:0005125","cytokine activity","23/1044","220/17696",0.00557799484077223,0.00557799484077223,0.155691400988617,"TNF/CCL4/CCL3/EDN1/IL1A/TNFSF9/CD70/CCL20/IFNA8/CSF1/GDF7/GPI/TSLP/CCL3L3/FAM3B/IL27/IL13/LIF/CTF1/CCL22/VEGFA/CCL16/IL6",23
"GO:0072341","MF","GO:0072341","modified amino acid binding","12/1044","89/17696",0.00593789262553593,0.00593789262553593,0.160557491387846,"GSTP1/GSDMD/GSTM2/GRAMD1B/ASAP1/RS1/TYMS/DHFR/GSDMC/GSTM3/ANXA6/SYT4",12
"GO:0005549","MF","GO:0005549","odorant binding","13/1044","102/17696",0.00691760013812644,0.00691760013812644,0.181200463696941,"OR5AN1/OR8A1/OR8G5/OR5A1/OR8D2/OR8B4/OR8B2/OR8D1/OR5A2/OR8B8/OR14I1/OR8B3/OR10V1",13
"GO:0004674","MF","GO:0004674","protein serine/threonine kinase activity","39/1044","439/17696",0.00712016420609636,0.00712016420609636,0.181200463696941,"ALPK3/CDK15/CCL3/MLKL/PLK2/SRPK1/CAMK1G/MASTL/STK33/PDPK1/RIPK3/PKMYT1/WNK2/TESK2/TRPM6/STK32C/CDK2/MAP3K15/MAP3K13/VRK1/CDKL5/MELK/CHEK1/CIT/PAK1/CAMKK2/SGK3/NEK6/LRRK2/ADCK5/MAP4K2/HUNK/GRK7/PRKCD/VRK3/STK31/AURKB/DAPK2/NRBP2",39
"GO:0015294","MF","GO:0015294","solute:cation symporter activity","13/1044","103/17696",0.00750178363574286,0.00750178363574286,0.185457628528741,"SLC6A20/SLC2A10/SLC10A1/SLC5A9/SLC6A7/SLC28A3/SLC2A8/SLC6A11/SLC45A4/SLC6A18/SLC5A4/SLC6A15/SLC12A8",13
